Base Word,Level
lenient,C2
leopard,B2
less,A2
lessen,C1
lesson,A1
let,B1
let alone,C1
let go (of sb/sth),C2
let go (of sth),C2
let me/us,B2
let off steam,C2
let out sb/sth or let sb/sth out,B2
let sb down or let down sb,B2
let sb know,A2
let sb know (sth),A2
let sb off or let off sb,B2
"let sb/sth in/past/through, etc.",B2
let your guard down,C2
let your hair down,C2
lethal,C2
let's,A2
let's face it,C2
letter,A1
lettuce,B1
level,A2
liability,C1
liable,C1
liar,B2
liberal,C1
liberation,C1
liberty,B2
library,A2
licence,A2
lick,B2
lid,B2
lie,A2
lie ahead,C1
lie down,A2
life,A1
lifelong,C2
lifespan,C2
lifestyle,B2
lifetime,B2
lift,A2
light,A1
lighter,B1
lighting,B2
lightly,B1
lightning,B1
like,A1
like crazy,C1
like hell,C2
like mad,B2
likelihood,C2
likely,B1
likes and dislikes,B1
likewise,C2
limit,B1
limitation,C1
limitations,C1
limited,B1
line,A2
line (sb/sth) up or line up (sb/sth),B2
line sb/sth up,C1
linen,C2
linger,C2
linguistic,C1
link,B1
lion,A2
lip,B1
liquid,B1
list,A2
listen,A1
listen in,C2
listener,C1
literacy,C1
literal,C2
literally,B2
literary,B2
literate,C2
literature,B1
litre,A2
litter,B2
little,A1
little by litte,B2
little more/better,C2
live,B1
live for sth/sb,B2
"live in/at, etc.",A1
live on sth,B2
live through sth,C2
live together,B2
live up to sth,B2
live with sb,B2
lively,B1
liver,B2
living,B2
living room,A1
load,B2
loaf,B2
loan,B1
loathe,C2
loathing,C2
lobby,B2
local,B1
locate,B2
location,B1
lock,B1
lock in sb or lock sb in,B2
lock out sb or lock sb out,B2
"lock sth/sb away/in, etc.",B2
loft,C2
log,C1
log in/on,B2
log off/out,B2
logic,C1
logical,B2
logically,C2
logo,B1
loneliness,C1
lonely,B1
long,A1
long ago,C1
long before,C2
long for sth; long to do sth,C2
long-distance,B2
longevity,C2
longing,C2
long-lasting,C2
long-running,C2
long-term,B2
long-time,C1
look,A1
look after sb/sth,A2
look ahead,C2
look around/round (swh),B1
look as if/as though,B2
look at sth,B2
look back,B2
look down on sb,B2
look forward to sth/doing sth,B1
look into sth,B2
look like,B1
"look nice/strange, etc.",A2
look on the bright side,C1
look on/upon sb/sth as sth,C1
look out for sb/sth,B2
Look out!,B1
look over sth or look sth over,C2
look sb in the eye/eyes,B2
look through sth,B2
look up,C1
look up sth or look sth up,B1
look up to sb,B2
loom,C2
loom large,C2
loose,B1
loosen,C2
loosen up,C2
lorry,B1
lose,A2
lose count,C2
lose face,C2
lose heart,C2
"lose interest/patience, etc.",B2
lose sight of sth,C2
lose sleep over something,C2
lose touch,B2
lose track,B2
lose your cool,C2
lose your head,C1
lose your life,B2
lose your temper,B2
lose your voice,B2
loss,B2
lost,A2
lottery,B1
loud,A2
loudly,B1
lounge,C1
love,A1
love/(with) love from/all my love/lots of love,A2
lovely,A2
lover,B1
low,A2
lower,B2
loyal,B2
loyalty,B2
luck,A2
luckily,B1
lucky,A2
lucrative,C2
luggage,A2
lump,C2
lunch,A1
lunchtime,A2
lung,B2
lure,C2
luxurious,C1
luxury,B1
lyrics,B2
machine,A2
machinery,C1
mad,A2
madam,B1
magazine,A2
magic,A2
magical,B2
magistrate,C1
magnetic,C1
magnificent,B1
magnificently,C1
mail,A2
main,B1
main course,A2
mainly,B1
mainstream,C2
maintain,B2
maintenance,B2
major,B2
majority,B2
make,A1
make a (big) difference,B2
"make a bad/good, etc. job of sth",C2
make a face,B1
make a fool (out) of sb,B2
make a fool of yourself,B2
make a go of sth,C2
make a name for yourself,C2
make a nonsense of sth,C2
make a note of sth,C1
make a point of doing sth,C1
make a run for it,C2
make a splash,C2
make a start,C2
make allowances for sb/sth,C2
make an exception,C1
make do (with),C2
make ends meet,C1
make for sth,B2
make friends (with sb),B1
make fun of sb/sth,B2
make it,C1
make light of sth,C2
make no difference/not make any difference,B2
make of sb/sth,C2
make out sth/sb or make sth/sb out,B2
make sb do sth,B1
make sb's day,C2
make sense,B2
make sense of sth,C2
make sth into sth,B2
make sth public,C2
make sure,A2
make sure (that),A2
make the best of sth,B2
make the most of sth,B2
make the/sb's bed,B2
make time,C1
make up for sth,B2
make up sth or make sth up,B2
make up your mind or make your mind up,B1
make use of sth,B2
make waves,C2
make way for sth,C2
make your blood boil,C2
make your blood run cold,C2
make your presence felt,C2
make your way,B2
make yourself at home,C1
make yourself understood,C1
make/take a stand,C2
maker,B2
make-up,A2
male,B1
malicious,C2
mall,B1
mammal,C1
man,A1
manage,B1
management,B2
manager,A2
mango,A2
mankind,B2
manner,B2
manners,B2
mansion,C1
manual,B2
manufacture,B2
manufacturer,B2
manufacturing,B2
many,A1
map,A2
marathon,B2
March,A1
"march off/up/down, etc.",C2
margin,C2
margin of error,C2
marginal,C2
mark,A2
market,A2
marketing,B2
marriage,B1
married,A2
marry,B1
martial art,B2
marvellous,B1
masculine,C1
mask,B2
mass,C1
massacre,C2
masses,B2
massive,B2
master,B2
masterpiece,C2
Master's (degree),C1
mat,C1
match,A2
mate,B1
material,B1
materialism,C2
materialist,C2
materialistic,C2
mathematical,B2
maths,A2
matter,A2
mature,B2
maximize,C2
maximum,B1
May,A1
may as well,B2
may as well do sth,C1
may have,B2
may/might as well,B2
may/might as well do sth,C1
may/might/could well,B2
maybe,A2
mayor,B2
me,A1
meal,A1
mean,A2
mean well,C2
meaning,B1
meaningful,B2
means,B2
meanwhile,B1
measure,B2
measurement,B2
meat,A1
mechanic,A2
mechanical,B2
mechanism,C1
medal,B2
medical,B2
medically,C2
medication,C2
medicine,A2
medieval,B2
mediocre,C2
mediocrity,C2
medium,B1
meet,A1
meeting,A2
melody,C2
melon,A2
melt,B2
member,A2
membership,B1
memo,C1
memorable,B2
memorial,C2
memory,A2
mend,B1
mental,B2
mentality,C1
mentally,B2
mention,B1
menu,A2
merciful,C2
merciless,C2
mercy,C2
mere,B2
merely,B2
merge,C2
merger,C2
merit,C1
mess,B1
mess about/around,C1
mess up sth or mess sth up,B2
message,A1
message board,B1
messy,B1
metal,B1
metaphor,C2
method,B1
meticulous,C2
metre,A2
microphone,B2
midday,A2
middle,B2
middle-aged,B1
middle-class,C1
midnight,A2
might,A2
might as well,B2
might as well do sth,C1
might have,B2
mighty,C2
migration,C1
mild,B1
mile,B1
miles,C1
military,B2
milk,A1
millennium,C2
millimetre,B1
million,A2
millions,B2
mind,B1
mind you,C2
mind your own business,C2
mine,A2
miner,C1
mineral water,A2
mingle,C1
miniature,C2
minimal,C1
minimize,C1
minimum,B1
mining,C1
minister,B2
ministry,C1
minor,B2
minority,B2
mint,B2
minus,A2
minute,A1
miracle,B2
mirror,A2
misbehave,C1
miserable,B1
misery,B2
misfortune,C1
mishap,C2
misinform,C1
misinterpret,C2
misinterpretation,C2
mislead,C1
misleading,B2
misplace,C2
Miss,A1
miss a chance/opportunity,B1
miss out,B2
miss the boat,C2
missile,C2
missing,A2
mission,B2
mist,B2
mistake,A2
mistaken,C1
misty,B2
misunderstand,B2
misunderstanding,B2
misuse,C1
mix,A2
mix up sb/sth or mix sb/sth up,B2
mixture,B2
moan,C2
mobile,A1
mobile phone,A1
modal (verb),B1
mode,C1
model,A2
moderate,C1
moderately,C2
modern,A2
modest,B2
modestly,C1
modification,C1
modify,C1
moment,A2
momentum,C2
Monday,A1
monetary,C2
money,A1
monitor,B2
monkey,A2
monopoly,C2
monotonous,C1
monster,B1
month,A1
monthly,B1
monument,B1
mood,B1
moonlight,B2
moral,B2
morale,C2
morally,B2
morals,C2
more,A1
more and more,B2
"more beautiful/difficult/easily, etc.",A1
more or less,B2
moreover,B2
morning,A1
mortality,C2
mosque,A2
mosquito,B1
most,A2
mostly,B1
mother,A1
mother tongue,B2
mother-in-law,B2
motion,C2
motivate,C1
motivated,B2
motivation,B2
motive,B2
motor,B2
motorbike,A2
motorist,B2
motorway,A2
mount,C2
"mount a campaign/challenge/protest, etc.",C2
"mount sth on/to, etc.",C2
mount up,C2
mountain,A2
mouse,A2
moustache,B1
mouth,A1
mouth of a river,C1
move,A2
move house,B1
move in,B1
move on,C1
move out,B1
movement,B2
movie,A1
moving,B2
MP3 player,A2
Mr,A1
Mrs,A1
Ms,A2
much,A1
mud,B2
muddle,C2
muddle sth up,C2
muddled,C2
muddy,B2
mug,A2
multiple,C1
mum,A1
mumble,B2
mundane,C1
municipal,C1
murder,B1
murderer,B1
murmur,C2
muscle,B2
museum,A1
mushroom,A2
music,A1
musical,A2
musically,C2
musician,B1
must,A2
mustard,C1
mutter,B2
mutual,C1
my,A1
myself,A2
mysterious,B2
mysteriously,C1
mystery,B1
myth,B2
nail,B2
naive,C1
naked,B2
name,A1
namely,C1
nap,C1
narrative,C2
narrator,C2
narrow,B1
narrow sth down,C2
narrowly,B2
narrow-minded,C1
nasty,B1
nation,B2
national,A2
nationality,A1
nationwide,B2
native,B2
native speaker,B2
natural,B1
naturally,B2
nature,A2
naughty,B2
naval,C2
navy,B2
navy blue,B1
near,A1
nearby,B1
nearly,A2
neat,B1
neatly,C1
necessarily,B2
necessary,B1
necessity,C1
neck,A2
neck and neck,C2
necklace,A2
need,A1
need to do sth,A1
needle,B2
needless,C2
needless to say,C1
needs,B2
negative,A2
negatively,B2
neglect,C1
neglect to do sth,C2
negligence,C2
negligent,C2
negligible,C2
negotiate,C1
negotiation,C1
neighbour,A2
neighbourhood,B1
neighbouring,B2
neither,B2
neither ... nor,B2
nephew,B1
nerve,C2
nerves,B2
nervous,B1
nervously,B2
nervousness,C1
nest,C2
net,B1
network,B2
networking,C1
neutral,C1
never,A1
never mind,A2
never-ending,C1
nevertheless,B2
new,A1
new blood,C1
newly,B2
news,A2
newsletter,C1
newspaper,A1
next,A2
next door,B1
next to,A2
"next week/year/Monday, etc.",A1
next-door,B1
nice,A1
nice and sth,B1
nicely,B2
nickname,C1
niece,B1
night,A1
nightclub,B1
nightlife,B1
nightmare,B1
nine,A1
nineteen,A1
ninety,A2
ninth,A2
no,A1
no ... than,B1
no ... whatsoever,C1
No chance!/ Not a chance!,C2
No comment.,C2
no doubt,C1
no end,B2
no longer,B1
"no matter how/what/when, etc.",B2
no need,B2
no one,A2
No problem.,A2
no sign of sb/sth,B2
no sooner ... than,C1
no strings (attached),C2
no such thing,B2
no thanks,A2
no way,B1
no wonder,B2
noble,C1
nobody,A2
nod,B2
noise,A1
noisy,A2
nominate,C1
nomination,C1
none,B1
"none the happier/poorer/wiser, etc.",C2
"none too clean/clever/pleased, etc.",C2
nonetheless,C1
non-existent,C1
nonsense,B2
non-smoking,B2
noon,A2
nor,B2
norm,C1
normal,A2
normality,C2
normally,B1
north,A2
northeast,B1
northern,B1
northwest,B1
nose,A1
nostalgia,C2
nostalgic,C2
nostril,C2
nosy,C2
not,A1
not (too) bad,A2
not a single thing,B2
not a/one,C1
not at all,B1
not bad,A2
not be cut out to be sth/not be cut out for sth,C2
not be on speaking terms,C2
not be sb's type,C2
not be the end of the world,C2
not be up to much,C2
not be/come up to scratch,C2
not believe your ears,B2
not believe your eyes,B1
not believe your eyes/ears,B1
"not believe/understand/hear/say, etc. a word",B1
not do sth lightly,C2
not even,B1
not exactly,B2
"not exactly easy/new/rich, etc.",C1
"not half as good/bad/exciting, etc.",B2
not have a clue,B2
not have the faintest idea,C2
not hold water,C2
not in the least,C2
not least,C2
not much of a sth,C1
not nearly (as/so),C1
not only,B2
not quite,B2
not really,B1
not sleep a wink,C2
not stand for sth,C2
not take kindly to sth,C2
not think much of sb/sth,C2
not think straight,C1
not think twice,C1
not to mention,B2
not too,A2
not touch sb/sth,C2
not until,B1
"not very good/tall/happy, etc.",A1
not/never get anywhere,B2
not/never in your wildest dreams,C2
notable,C1
notably,C1
note,A1
note down sth or note sth down,B2
notebook,A2
notes,A2
nothing,A2
nothing but,B2
nothing of the sort/kind,C1
"nothing ventured, nothing gained",C2
notice,A2
noticeable,C1
noticeably,C1
noticeboard,B1
notify,C1
notion,C1
notorious,C1
notwithstanding,C1
noun,A2
novel,B1
novelist,B2
novelty,C2
November,A1
now,A1
now and then,B2
nowadays,B1
nowhere,B1
nowhere near,C1
nuclear,B2
nuisance,B2
number,A1
numerous,C1
nurse,A2
nursery,B2
nut,B2
nutrition,C1
nutritional,C1
nutritious,C1
oak,B2
obese,C1
obesity,C1
obey,B2
object,B1
objection,B2
objective,B2
objectively,C1
obligation,B2
obligatory,C1
oblige,C1
obscene,C2
observant,C2
observation,B2
observe,B2
observer,C2
obsession,B2
obsessive,C2
obsolete,C1
obstacle,C1
obtain,B2
obvious,B1
obviously,B1
occasion,B1
occasional,C1
occasionally,B2
occupation,A2
occupy,B2
occur,B2
occurrence,C1
ocean,B1
October,A1
odd,B2
oddly,C2
odds,C1
odds and ends,C2
odour,C2
of,A1
of course,A1
of course not,A2
of little/no consequence,C1
of your own,B1
of your own accord,C2
off,A2
off duty,B2
off limits,C2
off the beaten track,C2
off the record,C1
offence,B2
offend,B2
offender,B2
offensive,B2
offer,A2
office,A2
officer,B1
official,B2
officially,C1
off-putting,C2
offset,C2
offspring,C2
often,A1
oh,A1
Oh dear!,A2
Oh my God!,B1
Oh no!,A2
Oh well,B1
oil,A2
OK,A1
old,A1
old friend,A2
old-fashioned,B1
olive,B1
omelette,A2
omission,C2
omit,C1
omit to do sth,C1
on,A1
"on a daily/monthly/regular, etc. basis",B2
on account of sth,B2
on air,C1
on average,B2
on balance,B2
on behalf of sb or on sb's behalf,B2
on board,B1
on condition that,B2
on display,B1
on duty,B2
on fire,B1
on foot,A2
on hand or to hand,C2
on hold,C1
on impulse,C2
on loan,C1
on location,C1
on no account; not on any account,C2
on occasion(s),C2
on offer,B2
on principle,C2
on purpose,B1
on sale,A2
on show,C1
on site,C1
on the basis of sth,C1
on the contrary,B2
on the dot,C2
on the face of it,C2
on the grounds of/that,C1
on the horizon,C1
on the increase,C1
on the one hand ... on the other hand,B2
on the part of sb; on sb's part,C2
on the road,C1
on the side,C2
on the spot,C2
on the spur of the moment,C2
on the threshold of sth,C2
on the whole,B1
on time,B1
on top of sth,B2
on track,C1
on/off duty,B2
once,A2
once again,B1
once and for all,C2
once more,B1
once upon a time,B1
one,A1
one after another,B2
one another,B1
one at a time,B2
one by one,B2
one day,A2
one day/some day/one of these days,B1
"one metre/6 ft, etc. deep",B2
one of a kind,C2
one or two,B1
one way or another,B2
one way or the other,B2
"one/two/three, etc. o'clock",A1
oneself,C1
ongoing,C2
onion,A2
online,A2
only,A1
only so much/many,C2
onto,B1
open,A1
"open to abuse/criticism, etc.",C2
"open to discussion/suggestions, etc.",C1
open up,C2
open up (sth) or open (sth) up,B2
open your heart,C2
opening,B2
openly,C1
open-minded,C1
openness,C2
opera,A2
operate,B1
operation,B1
operator,B2
opinion,B1
opponent,B2
opportunity,B1
oppose,B2
opposite,A2
opposition,C1
opt,C1
optimism,C2
optimist,C1
optimistic,B2
option,B1
optional,B2
or,A1
or anything,B2
or else,B2
or not,A2
or other,C1
or so,B1
or something (like that),A2
or two,C1
or whatever,B2
oral,B2
orange,A1
orchestra,B1
orchestral,B2
ordeal,C2
order,A2
ordinary,B1
organ,C1
organic,B2
organization,B1
organize,B1
organized,B2
organizer,B2
orientation,C2
origin,B2
original,B1
originally,B2
"originate from/in/with, etc.",C2
ornament,C2
orphan,C2
orthodox,C2
other,A1
other than,C1
other than that,C1
others,B1
otherwise,B1
ought to,B1
our,A1
ours,A2
ourselves,A2
out,A2
out loud,B1
out of,A2
out of a job,C2
out of action,C1
out of control,B2
out of date,B1
out of nowhere,B2
out of order,B1
out of place,C2
out of proportion,C2
out of season,C1
out of shape,C2
out of stock,B2
out of the blue,C1
out of the ordinary,C2
out of tune,C1
out of work,B1
out of your depth,C2
outbreak,C2
outcome,C1
outdoor,B1
outdoors,B1
outer,B2
outgoing,C1
outgoings,C2
outlet,C2
outline,B2
outlook,C1
outnumber,C1
out-of-date,B1
output,C2
outrage,C1
outrageous,B2
outside,A1
outskirts,B2
outstanding,B2
outstay/overstay your welcome,C2
outweigh,C1
oval,B2
oven,B1
over,A2
over and over (again),B2
over here/there,B1
over the top,C2
overall,B2
overboard,C2
overcome,B2
overcrowded,C1
overdo,C1
overdraft,C1
overdrawn,C1
overestimate,C1
overflow,C2
"overflow with confidence/happiness/love, etc.",C2
overhear,C2
overlap,C2
overload,C2
overlook,B2
overnight,B1
overseas,B2
overtake,B2
overtime,B2
overview,C1
overweight,B2
overwhelm,C1
overwhelming,C1
overworked,C1
owe,B1
"owe sb an apology/explanation/favour, etc.",B2
"owe your existence/success, etc. to sb/sth",C2
owing to,B2
owl,B2
own,A2
own up,C2
owner,B1
ownership,C1
oxygen,B2
ozone,C1
p.m.,A1
pace,B2
"pace about/up and down, etc",C2
pace yourself,C2
pack,A2
pack up (sth) or pack (sth) up,B2
package,B2
packed,B2
packet,B1
pact,C2
page,A1
pain,A2
painful,B1
paint,A1
painter,A2
painting,A2
pair,A1
palace,B1
pale,B2
"pale blue/green/yellow, etc.",A2
palm,C1
pan,B1
pancake,B2
panel,C1
panic,B2
pants,B1
paper,A1
paperwork,B2
parachute,B2
parade,B2
paradigm,C2
paradise,C1
paradox,C2
paradoxical,C2
paragraph,B1
parallel,C2
paramount,C2
parcel,B1
pardon,A2
parent,A1
park,A1
parking,B1
parliament,B2
parrot,B1
part,A1
part and parcel,C2
part of sth,A2
partial,B2
partially,C1
participant,C1
participate,B2
particle,C2
particular,B2
particularly,B1
partly,B1
partner,A2
partnership,B2
part-time,B1
party,A1
pass,A2
pass (the) time,B2
pass a law,B2
pass around/round sth or pass sth around/round,B2
pass away,B2
pass on sth or pass sth on,B1
pass out,B2
"pass over/through, etc.",B1
passage,B2
passenger,A2
passion,B2
passionate,B2
passionately,B2
passive,B1
passport,A2
password,B1
past,A1
pasta,A2
pastime,C2
pastry,C1
pat,C2
patch,C2
patch sth up,C2
path,A2
pathetic,C2
patience,B2
patient,B1
patiently,B2
pattern,B1
pause,B1
pave the way,C2
pavement,B1
paw,B2
pay,A1
pay attention (to sth),B1
pay back sb/sth or pay sb/sth back,B1
pay off,B2
pay off sth or pay sth off,B2
pay sb a compliment,C2
pay sb/sth a visit or pay a visit to sb/sth,B2
pay the price,C2
pay tribute to sb/sth,C2
payable,C1
payment,B2
PC,A2
pea,B1
peace,B1
peace of mind,C2
peaceful,B1
peacefully,B2
peach,B1
peak,B1
peanut,B1
pear,A2
peasant,C1
peculiar,B2
peculiar to sb/sth,C2
pedal,B2
pedestrian,B1
peel,B2
"peep at/through/out, etc.",C2
peer,C1
"peer at/into/through, etc.",C2
peer pressure,C2
pen,A1
penalty,B2
pence,A2
pencil,A1
penfriend,A2
penguin,B1
penny,B1
pension,B2
pensioner,C1
people,A1
pepper,A2
per,A2
perceive,C1
percent,B1
percentage,B2
perception,C2
perceptive,C2
perfect,A2
perfection,C1
perfectly,B1
perform,B1
performance,B1
performer,B1
perfume,A2
perhaps,A2
period,B1
perk,C1
permanent,B1
permanently,B2
permission,B1
permit,B1
perseverance,C2
persist,C2
persistence,C2
persistent,C2
person,A1
personal,B1
personal hygiene,C1
personality,B2
personally,B1
personnel,C1
perspective,C1
persuade,B1
persuasion,C2
persuasive,C1
pessimistic,B2
pet,A1
petrified,B2
petrol,A2
petrol station,A2
petty,C2
pharmacist,B2
pharmacy,B1
phase,B2
phenomenal,C2
phenomenon,C1
philosopher,B2
philosophical,C2
philosophy,B2
phone,A1
photo,A1
photocopy,B1
photograph,A2
photographer,A2
photography,A2
phrasal verb,B1
phrase,B1
physical,B2
physically,B2
physics,A2
piano,A2
pick,B1
pick on sb,B2
pick up sb/sth or pick sb/sth up,A2
pick up sth or pick sth up,B2
pick up the pieces,C2
picnic,A1
picture,A1
picturesque,B2
pie,B1
piece,A2
pig,A1
pile,B1
pile up,B2
pill,B1
pillow,A2
pilot,A2
pin,B1
pine,B2
pineapple,B1
pink,A2
pinpoint,C2
pint,B2
pioneer,C2
pipe,B1
pirate,B1
pit,C2
pitch,B2
pitch a tent,B2
pitch dark/black,C2
pitiful,C2
pity,B2
pizza,A1
place,A1
"place an advertisement/order, etc.",C1
"place emphasis/importance, etc. on sth",C2
"place sth in/on, etc.",B2
plague,C2
plain,B1
plan,A2
plan to do sth,A2
plane,A1
planet,B1
planning,B2
plant,A1
plant a bomb,B2
plastic,A2
plate,A1
platform,A2
plausible,C2
play,A1
play a joke/trick on sb,B2
play a part in sth,B2
play games,C2
play it by ear,C2
play sth by ear,C2
play with fire,C2
player,A1
playground,A2
plea,C2
plead,C2
pleasant,A2
pleasantly,B1
please,A1
pleased,A2
pleased to meet you,A2
pleasurable,C1
pleasure,B1
plenty,B1
plight,C2
plot,B2
pluck up (the) courage (to do sth),C2
plug,B1
plug sth in,B2
plumber,B2
plump,C2
plunge,C1
"plunge down/into, etc.",C2
plunge into sth,C2
plunge sth into sth,C2
plural,A2
plus,A2
pocket,A2
pocket money,B1
poem,B1
poet,B1
poetic,C2
poetry,B1
point,A2
point of view,B2
point out sth or point sth out,B2
pointless,C1
poison,B2
poisonous,B2
poke/stick your nose into sth,C2
polar bear,B2
pole,C2
police,A2
police officer,A2
police station,A2
policeman,A2
policewoman,A2
policy,B2
polite,A2
politely,B1
politeness,B2
political,B1
politically,C1
politician,B1
politics,B1
pollute,B2
pollution,B1
pond,B2
ponder,C2
pony,C1
pool,A2
poor,A1
poorly,C1
pop,A2
"pop in/out/over, etc.",B2
popular,A2
popularity,B2
population,B1
pork,B1
port,B1
portable,C1
portion,B2
portrait,B2
portray,C2
portrayal,C2
pose,C1
"pose a danger/problem/threat, etc.",C1
pose a/the question,C2
pose as sb,C2
posh,B2
position,B1
positive,B1
positively,B2
possess,C1
possession,B2
possessive,B1
possibility,B1
possible,A1
possibly,A2
post,A2
post office,A2
postal,C1
postcard,A2
poster,A2
postman,B1
postpone,B1
posture,C1
pot,B1
potato,A1
potential,B2
potentially,B2
pottery,B2
pound,A2
pour,B1
"pour into/out/from, etc.",B2
pour sth out or pour out sth,B2
poverty,B2
powder,B1
power,B1
powerful,B1
powerfully,B2
practical,B2
practically,B2
practice,A2
practise,A1
practitioner,C2
pragmatic,C2
praise,B2
prawn,B2
pray,A2
prayer,B1
precaution,C1
precede,C2
precedent,C2
precious,B2
precise,B2
precisely,B2
predator,C1
predecessor,C2
predict,B1
predictable,B2
prediction,B2
predominant,C2
predominantly,C2
prefer,A2
preferable,B2
preferably,B2
preference,B2
prefix,B2
pregnancy,C1
pregnant,B1
prejudice,B2
prejudiced,C1
preliminary,C1
premises,C1
premium,C2
preparation,B1
preparations,B2
prepare,A2
prepare yourself,B1
prepared,B1
preposition,B1
prescribe,C2
prescription,B1
presence,B2
presence of mind,C2
present,A2
"present a danger/difficulty/problem, etc.",C1
presentation,B1
presenter,B2
presently,C1
preservation,C1
preserve,B2
presidency,B2
president,B1
presidential,B2
press,B1
press charges,C2
press on,C2
pressure,B2
prestige,C1
prestigious,C1
presumably,B2
presume,C1
presumption,C2
pretend,B2
pretty,A2
pretty much/well,B2
prevail,C2
prevent,B1
prevention,B2
preventive,C2
previous,B1
previously,B1
prey,C2
price,A2
priceless,B2
pride,B2
priest,B1
primarily,B2
primary,B2
primary school,B1
prime,C2
prime minister,B2
primitive,C1
prince,B1
princess,B1
principal,B1
principle,C1
print,A2
printer,A2
prior,C1
prior to sth,C1
priority,B2
prison,B1
prisoner,B1
privacy,B2
private,B1
privately,B2
privatize,C1
privilege,C1
privileged,C1
prize,A2
probability,C1
probable,B2
probably,A2
problem,A1
problematic,C1
procedure,B2
proceed,C1
proceed to do sth,C2
proceedings,C2
process,B2
procession,C2
produce,B1
producer,B2
product,B1
production,B2
productive,B2
productivity,C1
profession,B1
professional,B1
professor,B1
profile,B2
profit,B2
profitable,B2
profound,C2
profoundly,C2
program,A2
programme,A2
programmer,C1
programming,B2
progress,B1
progression,C1
progressive,B2
prohibit,B2
project,A2
projection,C1
prolong,C1
prolonged,C1
prominent,C1
promise,B1
promise to be sth,B2
promising,C1
promote,B1
promotion,B2
prompt,B2
prompt sb to do sth,C2
promptly,B2
pronoun,B1
pronounce,B1
pronunciation,B1
proof,B2
propaganda,C2
proper,B1
proper noun,B2
properly,B1
property,B1
proportion,C1
proposal,B2
propose,B2
propose to do sth,B2
proposed,B2
proposition,C1
prosecute,C2
prosecution,C2
prosecutor,C2
prospect,B2
"prospective buyers/employers/parents, etc.",C1
prosper,C2
prosperity,C1
prosperous,C1
prostitute,C1
protagonist,C2
protect,B1
protection,B2
protective,B2
protein,C1
protest,B2
protest (about/against/at sth),B2
proud,B1
proudly,B2
prove,B1
prove yourself,C2
proverb,C2
provide,B1
provide for sth,C2
provided (that),B2
provider,C1
province,C2
provincial,C2
provision,C1
provocation,C2
provoke,C2
proximity,C2
psychiatrist,C2
psychological,B2
psychologically,B2
psychologist,B2
psychology,B2
pub,A2
public,B1
public transport,B1
publication,B2
publicity,B2
publicly,C1
publish,B1
publisher,B2
pudding,B2
pull,A2
pull a muscle,C2
pull down sth or pull sth down,B2
pull in/into sth,B2
pull out,B2
pull over,B2
pull sth off/out/up,B1
pull strings,C2
pull up,B2
pull your weight,C2
"pull yourself along/up, etc.",B2
pullover,B1
pulse,C1
pump,B1
punch,B2
punctuation,B1
punish,B1
punishment,B2
pupil,A2
puppy,B1
purchase,B2
pure,B1
purely,C1
purity,C1
purple,A2
purpose,B1
purse,A2
pursue,C1
pursuit,C2
push,A2
push (sb) for sth/to do sth,B2
push yourself,B2
pushy,C2
put,A2
put a stop to sth,C1
put an end to sth,B2
put away sth or put sth away,B1
put back sth or put sth back,B1
put down sb or put sb down,B2
put down sb/sth or put sb/sth down,B1
put down sth or put sth down,B1
put off sb or put sb off (sb/sth/doing sth),B2
put off sth/doing sth or put sth off,B1
put on sth or put sth on,A2
put out sth or put sth out,B1
put pressure on sb,B2
put sb in a difficult position,C1
put sb in their place,C2
put sb on the spot,C2
put sb through,B1
put sb to death,C2
put sb/sth first,C2
put something into practice,C1
put sth aside,B2
"put sth down/in/on, etc.",A1
put sth forward or put forward sth,C1
put sth to one side,C2
put sth together or put together sth,B2
put up sb or put sb up,B2
put up sth or put sth up,B1
put up with sth/sb,B2
put your feet up,C2
put your finger on sth,C2
put your foot down,C2
put your foot in it,C2
put your mind to sth,C1
put/keep sb in the picture,C1
put/set sb's mind at ease/at rest,C1
put/set the record straight,C1
puzzle,A2
puzzled,B2
pyjamas,B2
pyramid,C1
quaint,C2
qualification,B1
qualified,B1
qualify,B2
quality,B1
quantity,B1
quarrel,B2
quarter,A1
queen,A2
query,B2
quest,C2
question,A1
question mark,B1
questionable,C2
questionnaire,B1
queue,B1
quick,A1
quickly,A2
quiet,A2
quietly,B1
quit,B1
quite,A2
quite a bit,B1
quite a few,A2
quite a few/a lot,A2
quite a while,B1
quiz,A2
quotation,C2
quote,C1
rabbit,A2
race,A2
"race along/down/over, etc.",C1
racial,B2
racially,C1
racism,B2
racist,C2
racket,A2
radiation,C1
radical,C1
radically,C1
radio,A1
rage,B2
raid,C2
rail,B1
railway,A2
rain,A1
rainbow,B2
raincoat,A2
rainforest,B1
rainy,B1
raise,B1
"raise a question/subject, etc.",B2
"raise hopes/fears/doubts, etc.",C2
raise the alarm,C2
raise your voice,C1
rally,C2
random,C1
randomly,C1
range,B1
range from sth to sth/between sth and sth,B2
rank,C1
rap,A2
rape,B2
rapid,B2
rapidly,B2
rare,B1
rarely,B1
rarity,C1
rash,C2
rat,A2
rate,B2
rather,B1
rather than,B1
rating,C1
ratio,C1
rational,C1
raw,B1
ray,B2
razor,B2
reach,B1
"reach a decision/agreement/conclusion, etc.",B2
react,B2
react against sth,C2
reaction,B2
read,A1
read between the lines,C2
read out sth or read sth out,B2
read over/through sth or read sth over/through,B2
read up on sth,C1
reader,B1
